Yield weight,Selectivity weight,m_B,t_RT1,T_drawH,m_C,t_RT2,T_methyl,Yield(%),Enantioselectivity(%)
0.15384615384615385,0.8461538461538461,2.5851168632507324,31.851552963256836,-49.0,1.6269478797912598,161.49900817871094,-41.0,81.65598487854004,97.71881484985352
0.1794871794871795,0.8205128205128205,2.500152111053467,29.17833709716797,-47.646480560302734,2.1319243907928467,180.36459350585938,-38.4388427734375,81.65598487854004,97.71881484985352
0.20512820512820512,0.7948717948717949,2.519249439239502,30.01997184753418,-45.07133865356445,2.1802711486816406,167.24661254882812,-41.0,81.65598487854004,97.71881484985352
0.23076923076923075,0.7692307692307693,2.5934643745422363,36.56999969482422,-43.39944076538086,1.8754794597625732,145.8901824951172,-41.0,81.65598487854004,97.71881484985352
0.2564102564102564,0.7435897435897436,2.546116352081299,30.685928344726562,-42.692291259765625,1.7519724369049072,183.46286010742188,-41.0,81.65598487854004,97.71881484985352
0.28205128205128205,0.717948717948718,2.628105640411377,25.751863479614258,-49.0,1.9553236961364746,193.37918090820312,-35.11796951293945,81.59970664978027,97.51449966430664
0.3076923076923077,0.6923076923076923,2.5562939643859863,28.1166934967041,-44.17633056640625,2.2497057914733887,199.4073944091797,-41.0,81.65598487854004,97.71881484985352
0.3333333333333333,0.6666666666666667,2.5258407592773438,36.56999969482422,-37.254417419433594,2.6585910320281982,182.65936279296875,-41.0,81.82887077331543,97.85770797729492
0.358974358974359,0.641025641025641,2.545558452606201,35.39472579956055,-43.53522872924805,2.2133238315582275,200.30043029785156,-41.0,81.65598487854004,97.71881484985352
0.3846153846153846,0.6153846153846154,2.4570939540863037,32.53621292114258,-32.232948303222656,2.5876221656799316,157.13160705566406,-41.0,82.22782325744629,97.16939163208008
0.41025641025641024,0.5897435897435898,2.5522637367248535,36.56999969482422,-49.0,1.944993495941162,189.91152954101562,-35.404396057128906,81.5910701751709,97.49595260620117
0.4358974358974359,0.5641025641025641,2.633315086364746,26.2500057220459,-41.878231048583984,1.4921103715896606,181.72654724121094,-41.0,81.65598487854004,97.71881484985352
0.4615384615384615,0.5384615384615385,2.5816962718963623,33.517906188964844,-45.79093551635742,1.8623199462890625,152.98587036132812,-41.0,81.65598487854004,97.71881484985352
0.48717948717948717,0.5128205128205128,2.500455141067505,32.76317596435547,-21.681604385375977,2.559595823287964,174.4008026123047,-36.893165588378906,82.24736595153809,96.99474716186523
0.5128205128205128,0.4871794871794872,2.4960098266601562,36.56999969482422,-37.306175231933594,2.617938280105591,195.15716552734375,-41.0,81.82887077331543,97.85770797729492
0.5384615384615384,0.46153846153846156,2.542158365249634,30.69805908203125,-45.987220764160156,2.1549785137176514,152.90615844726562,-39.60908126831055,81.65598487854004,97.71881484985352
0.5641025641025641,0.4358974358974359,2.539208173751831,31.174673080444336,-21.706892013549805,2.5849766731262207,148.06675720214844,-38.272945404052734,82.26222038269043,97.20205307006836
0.5897435897435898,0.41025641025641024,2.4261701107025146,35.20899200439453,-27.857540130615234,2.877971649169922,140.2672576904297,-27.771488189697266,82.78484344482422,96.22615051269531
0.6153846153846154,0.3846153846153846,2.4261701107025146,35.20899200439453,-27.857540130615234,2.877971649169922,140.2672576904297,-27.771488189697266,82.78484344482422,96.22615051269531
0.641025641025641,0.35897435897435903,2.4261701107025146,35.20899200439453,-27.857540130615234,2.877971649169922,140.2672576904297,-27.771488189697266,82.78484344482422,96.22615051269531
0.6666666666666666,0.33333333333333337,2.4261701107025146,35.20899200439453,-27.857540130615234,2.877971649169922,140.2672576904297,-27.771488189697266,82.78484344482422,96.22615051269531
0.6923076923076923,0.3076923076923077,2.4261701107025146,35.20899200439453,-27.857540130615234,2.877971649169922,140.2672576904297,-27.771488189697266,82.78484344482422,96.22615051269531
0.717948717948718,0.28205128205128205,2.4261701107025146,35.20899200439453,-27.857540130615234,2.877971649169922,140.2672576904297,-27.771488189697266,82.78484344482422,96.22615051269531
0.7435897435897436,0.2564102564102564,2.4261701107025146,35.20899200439453,-27.857540130615234,2.877971649169922,140.2672576904297,-27.771488189697266,82.78484344482422,96.22615051269531
0.7692307692307692,0.23076923076923084,2.4261701107025146,35.20899200439453,-27.857540130615234,2.877971649169922,140.2672576904297,-27.771488189697266,82.78484344482422,96.22615051269531
0.7948717948717948,0.20512820512820518,2.4261701107025146,35.20899200439453,-27.857540130615234,2.877971649169922,140.2672576904297,-27.771488189697266,82.78484344482422,96.22615051269531
0.8205128205128205,0.17948717948717952,2.4614713191986084,36.56999969482422,-23.903066635131836,2.7354369163513184,151.91209411621094,-26.516143798828125,82.77766609191895,96.25985336303711
0.8461538461538461,0.15384615384615385,2.6497673988342285,36.56999969482422,-31.278547286987305,1.7332556247711182,143.0467987060547,-24.904577255249023,83.00134468078613,95.16653823852539
0.8717948717948718,0.1282051282051282,2.4261701107025146,35.20899200439453,-27.857540130615234,2.877971649169922,140.2672576904297,-27.771488189697266,82.78484344482422,96.22615051269531
0.8974358974358974,0.10256410256410264,2.655625343322754,36.56999969482422,-22.018556594848633,1.218895673751831,158.8648223876953,-22.87146759033203,83.06673240661621,95.28960037231445
0.923076923076923,0.07692307692307698,2.6697192192077637,36.56999969482422,-22.434627532958984,0.9656291007995605,153.11032104492188,-25.085163116455078,83.07855033874512,95.23408126831055
0.9487179487179487,0.05128205128205132,2.6869521141052246,36.16831970214844,-36.21526336669922,1.5768167972564697,181.40809631347656,-26.52080535888672,82.98882865905762,95.22536087036133
0.9743589743589743,0.02564102564102566,2.4261701107025146,35.20899200439453,-27.857540130615234,2.877971649169922,140.2672576904297,-27.771488189697266,82.78484344482422,96.22615051269531
1.0,0.0,2.657543897628784,36.56999969482422,-29.839847564697266,1.0890047550201416,151.76576232910156,-22.61557388305664,82.99009132385254,95.21940994262695
